study_hrs,distraction_hrs,sleep_hrs,stress_level,source,is_productive,strategy_type,switching_intensity
3.82,3.13,9.57,10,kaggle_20k,0,1,2.8166627155172415
9.52,2.62,8.25,3,kaggle_20k,1,1,2.357717672413793
1.24,1.16,4.18,6,kaggle_20k,0,1,1.0438749999999999
7.25,6.65,4.17,5,kaggle_20k,0,1,5.984283405172414
0.81,5.02,5.23,3,kaggle_20k,0,1,4.5174590517241375
3.94,9.09,3.47,2,kaggle_20k,0,1,8.180020474137931
7.82,10.24,6.8,1,kaggle_20k,0,1,9.214896551724138
3.77,7.32,9.02,3,kaggle_20k,0,1,6.587211206896552
4.59,5.99,5.8,6,kaggle_20k,0,1,5.390354525862069
9.1,8.530000000000001,7.54,7,kaggle_20k,0,1,7.676080818965518
1.13,9.56,9.87,4,kaggle_20k,0,1,8.602969827586207
5.51,7.17,4.36,1,kaggle_20k,0,1,6.452227370689655
3.98,9.98,5.51,8,kaggle_20k,0,1,8.980924568965518
9.66,4.63,3.17,4,kaggle_20k,0,1,4.166501077586207
8.04,0.97,4.62,5,kaggle_20k,0,1,0.872895474137931
1.66,5.800000000000001,8.46,5,kaggle_20k,0,1,5.219375
9.31,9.23,7.6,7,kaggle_20k,0,1,8.306005387931036
2.51,0.11,8.49,4,kaggle_20k,0,1,0.09898814655172414
1.31,12.86,5.98,1,kaggle_20k,0,1,11.572614224137931
5.65,7.62,8.15,9,kaggle_20k,0,1,6.857178879310345
7.5,12.81,7.2,1,kaggle_20k,0,1,11.527619612068966
7.3,6.85,5.3,3,kaggle_20k,0,1,6.164261853448275
5.57,3.27,5.89,7,kaggle_20k,0,1,2.9426476293103447
5.18,7.54,6.79,1,kaggle_20k,0,1,6.7851875
9.71,3.28,9.7,3,kaggle_20k,1,1,2.9516465517241377
8.3,5.91,9.52,1,kaggle_20k,0,1,5.318363146551724
7.14,3.53,9.91,1,kaggle_20k,0,1,3.1766196120689654
2.35,8.16,3.11,3,kaggle_20k,0,1,7.343120689655173
8.29,4.73,8.02,3,kaggle_20k,0,1,4.2564903017241384
7.62,10.81,9.26,10,kaggle_20k,0,1,9.727835129310344
9.92,11.61,8.17,4,kaggle_20k,0,1,10.447748922413792
1.76,7.67,5.91,3,kaggle_20k,0,1,6.90217349137931
7.3,9.38,8.07,2,kaggle_20k,0,1,8.440989224137931
9.8,7.4,6.11,7,kaggle_20k,0,1,6.659202586206897
4.89,6.19,8.0,6,kaggle_20k,0,1,5.570332974137932
7.47,9.82,8.46,6,kaggle_20k,0,1,8.836941810344827
9.77,7.08,8.9,4,kaggle_20k,0,1,6.371237068965518
5.7,13.25,8.1,3,kaggle_20k,0,1,11.923572198275862
7.14,8.78,4.12,4,kaggle_20k,0,1,7.901053879310345
0.69,8.41,9.55,10,kaggle_20k,0,1,7.56809375
5.44,9.01,4.49,2,kaggle_20k,0,1,8.108029094827586
2.93,5.73,5.5,8,kaggle_20k,0,1,5.156382543103448
1.75,8.09,6.0,1,kaggle_20k,0,1,7.280128232758621
7.23,9.27,7.99,9,kaggle_20k,0,1,8.342001077586206
0.87,8.18,7.91,7,kaggle_20k,0,1,7.361118534482759
9.1,12.82,9.73,3,kaggle_20k,0,1,11.53661853448276
5.42,12.38,4.32,5,kaggle_20k,0,1,11.140665948275863
6.66,4.17,6.16,1,kaggle_20k,0,1,3.752550646551724
2.91,2.27,4.43,9,kaggle_20k,1,1,2.0427553879310345
2.23,8.67,7.71,3,kaggle_20k,0,1,7.802065732758621
2.82,5.859999999999999,4.49,2,kaggle_20k,0,1,5.273368534482758
2.71,5.21,9.08,2,kaggle_20k,0,1,4.688438577586207
8.71,0.52,9.88,10,kaggle_20k,1,1,0.4679439655172414
7.98,3.16,5.22,2,kaggle_20k,1,1,2.843659482758621
8.6,7.779999999999999,8.18,1,kaggle_20k,0,1,7.001161637931034
7.48,7.550000000000001,6.73,6,kaggle_20k,0,1,6.794186422413794
6.61,11.1,5.51,8,kaggle_20k,0,1,9.988803879310344
5.51,8.92,4.34,8,kaggle_20k,0,1,8.027038793103449
3.02,10.59,8.03,9,kaggle_20k,0,1,9.529858836206897
7.2,5.42,4.11,8,kaggle_20k,0,1,4.877415948275862
1.8,10.95,4.96,9,kaggle_20k,0,1,9.853820043103447
5.36,4.42,9.44,6,kaggle_20k,0,1,3.9775237068965517
2.36,11.47,6.56,9,kaggle_20k,0,1,10.32176400862069
5.3,8.99,8.98,9,kaggle_20k,0,1,8.090031250000001
3.29,9.1,8.37,2,kaggle_20k,0,1,8.189019396551723
1.01,4.71,5.63,9,kaggle_20k,0,1,4.238492456896552
5.29,8.02,4.53,7,kaggle_20k,0,1,7.217135775862069
2.23,2.48,3.7,1,kaggle_20k,0,1,2.2317327586206894
2.03,9.03,9.72,4,kaggle_20k,0,1,8.126026939655171
4.15,10.760000000000002,5.27,10,kaggle_20k,0,1,9.682840517241381
3.94,2.48,7.71,10,kaggle_20k,0,1,2.2317327586206894
8.74,6.1,8.11,10,kaggle_20k,0,1,5.489342672413793
5.86,9.33,4.38,10,kaggle_20k,0,1,8.395994612068966
8.62,8.04,7.86,10,kaggle_20k,0,1,7.235133620689655
1.89,12.579999999999998,3.07,6,kaggle_20k,0,1,11.320644396551723
3.89,5.6,5.93,5,kaggle_20k,0,1,5.0393965517241375
5.78,2.43,5.45,6,kaggle_20k,0,1,2.186738146551724
1.95,2.63,9.53,10,kaggle_20k,0,1,2.366716594827586
1.72,7.609999999999999,9.9,4,kaggle_20k,0,1,6.848179956896551
6.78,9.13,5.02,9,kaggle_20k,0,1,8.216016163793103
6.71,13.08,7.27,2,kaggle_20k,0,1,11.770590517241379
2.72,4.05,8.22,7,kaggle_20k,0,1,3.6445635775862066
2.66,8.43,4.34,9,kaggle_20k,0,1,7.586091594827586
7.58,13.15,7.81,2,kaggle_20k,0,1,11.833582974137931
1.61,6.949999999999999,4.8,3,kaggle_20k,0,1,6.254251077586206
9.27,6.49,4.18,9,kaggle_20k,0,1,5.840300646551724
9.47,4.98,8.95,5,kaggle_20k,0,1,4.481463362068966
8.77,11.04,6.52,1,kaggle_20k,0,1,9.934810344827586
2.5,5.800000000000001,5.08,8,kaggle_20k,0,1,5.219375
0.66,12.4,5.83,6,kaggle_20k,0,1,11.158663793103448
9.4,8.6,5.89,2,kaggle_20k,0,1,7.739073275862069
3.77,12.97,8.39,4,kaggle_20k,0,1,11.671602370689655
3.45,7.390000000000001,9.21,1,kaggle_20k,0,1,6.650203663793104
2.99,8.02,6.33,9,kaggle_20k,0,1,7.217135775862069
2.82,4.859999999999999,5.26,3,kaggle_20k,0,1,4.373476293103447
7.48,7.7,8.09,8,kaggle_20k,0,1,6.929170258620689
9.12,6.1,9.34,10,kaggle_20k,0,1,5.489342672413793
7.97,6.15,3.8,4,kaggle_20k,0,1,5.534337284482759
6.9,8.53,8.58,6,kaggle_20k,0,1,7.6760808189655165
3.23,9.82,6.9,2,kaggle_20k,0,1,8.836941810344827
5.7,8.02,9.07,9,kaggle_20k,0,1,7.217135775862069
2.75,6.3100000000000005,6.6,2,kaggle_20k,0,1,5.678320043103449
1.56,8.7,9.04,2,kaggle_20k,0,1,7.829062499999999
1.64,11.25,6.88,1,kaggle_20k,0,1,10.123787715517242
6.24,4.08,4.01,5,kaggle_20k,0,1,3.6715603448275864
0.87,9.63,3.03,6,kaggle_20k,0,1,8.66596228448276
9.75,4.390000000000001,7.34,4,kaggle_20k,0,1,3.9505269396551728
9.96,5.9,7.14,8,kaggle_20k,0,1,5.309364224137932
1.92,2.51,4.47,3,kaggle_20k,0,1,2.2587295258620688
4.56,11.8,8.95,7,kaggle_20k,0,1,10.618728448275863
7.8,5.5600000000000005,9.07,6,kaggle_20k,0,1,5.003400862068966
9.57,3.01,8.63,8,kaggle_20k,1,1,2.708675646551724
8.97,8.69,9.56,5,kaggle_20k,0,1,7.820063577586207
2.92,8.280000000000001,6.55,4,kaggle_20k,0,1,7.451107758620691
1.31,6.37,7.92,2,kaggle_20k,0,1,5.732313577586207
3.24,9.34,9.33,3,kaggle_20k,0,1,8.404993534482758
4.65,9.68,6.19,9,kaggle_20k,0,1,8.710956896551723
3.92,4.75,7.33,2,kaggle_20k,0,1,4.274488146551724
7.85,6.39,6.59,9,kaggle_20k,0,1,5.750311422413793
2.95,1.62,9.88,3,kaggle_20k,0,1,1.457825431034483
8.66,8.51,6.06,8,kaggle_20k,0,1,7.658082974137931
2.64,1.03,5.22,8,kaggle_20k,0,1,0.9268890086206897
3.93,11.1,7.41,4,kaggle_20k,0,1,9.988803879310344
4.75,8.67,4.96,6,kaggle_20k,0,1,7.802065732758621
3.27,5.8,9.0,1,kaggle_20k,0,1,5.219374999999999
7.78,5.83,9.25,7,kaggle_20k,0,1,5.24637176724138
4.39,9.11,5.42,4,kaggle_20k,0,1,8.198018318965516
8.93,7.88,5.51,4,kaggle_20k,0,1,7.091150862068965
9.65,9.43,3.61,2,kaggle_20k,0,1,8.485983836206897
8.67,9.25,4.79,5,kaggle_20k,0,1,8.32400323275862
5.46,9.73,3.48,5,kaggle_20k,0,1,8.75595150862069
5.34,12.17,8.3,5,kaggle_20k,0,1,10.951688577586207
2.55,10.11,4.26,4,kaggle_20k,0,1,9.097910560344827
6.13,6.53,3.55,1,kaggle_20k,0,1,5.876296336206897
9.55,6.66,4.15,1,kaggle_20k,0,1,5.993282327586207
1.27,4.48,5.64,10,kaggle_20k,0,1,4.03151724137931
7.65,8.23,5.96,2,kaggle_20k,0,1,7.406113146551725
8.76,12.33,9.29,6,kaggle_20k,0,1,11.095671336206896
9.87,6.699999999999999,4.96,9,kaggle_20k,0,1,6.029278017241379
3.68,7.74,8.02,2,kaggle_20k,0,1,6.965165948275862
3.88,5.42,9.26,4,kaggle_20k,0,1,4.877415948275862
2.68,6.99,9.0,6,kaggle_20k,0,1,6.2902467672413795
8.0,6.22,4.39,4,kaggle_20k,0,1,5.59732974137931
1.83,7.0,4.96,1,kaggle_20k,0,1,6.299245689655172
3.04,3.06,3.38,10,kaggle_20k,0,1,2.75367025862069
3.3,4.86,6.38,8,kaggle_20k,0,1,4.373476293103448
4.06,10.18,5.84,6,kaggle_20k,0,1,9.16090301724138
4.51,11.21,6.82,4,kaggle_20k,0,1,10.08779202586207
5.81,10.43,6.21,3,kaggle_20k,0,1,9.385876077586207
9.51,4.34,8.15,10,kaggle_20k,0,1,3.9055323275862066
2.85,2.9,7.69,7,kaggle_20k,1,1,2.6096874999999997
7.9,8.15,6.0,8,kaggle_20k,0,1,7.334121767241379
6.93,3.57,3.26,3,kaggle_20k,0,1,3.2126153017241377
1.6,8.920000000000002,5.41,5,kaggle_20k,0,1,8.02703879310345
8.2,10.53,5.27,9,kaggle_20k,0,1,9.475865301724138
1.36,3.93,3.63,7,kaggle_20k,0,1,3.5365765086206897
7.52,4.88,5.13,10,kaggle_20k,0,1,4.391474137931034
7.3,3.41,9.91,3,kaggle_20k,0,1,3.0686325431034485
7.05,9.59,8.75,4,kaggle_20k,0,1,8.629966594827586
3.13,12.37,8.61,2,kaggle_20k,0,1,11.131667025862068
5.95,2.63,8.9,7,kaggle_20k,1,1,2.366716594827586
7.73,1.28,9.06,4,kaggle_20k,1,1,1.1518620689655172
6.56,4.58,5.28,9,kaggle_20k,0,1,4.121506465517242
8.14,5.39,5.26,8,kaggle_20k,0,1,4.850419181034482
7.03,0.74,5.36,1,kaggle_20k,1,1,0.6659202586206896
3.11,9.57,8.73,7,kaggle_20k,0,1,8.61196875
1.95,10.71,8.58,9,kaggle_20k,0,1,9.637845905172414
6.5,6.76,3.12,6,kaggle_20k,0,1,6.083271551724137
7.72,5.029999999999999,9.64,7,kaggle_20k,0,1,4.52645797413793
1.85,6.720000000000001,5.0,10,kaggle_20k,0,1,6.047275862068966
2.16,3.18,7.38,7,kaggle_20k,0,1,2.861657327586207
0.61,3.31,7.48,6,kaggle_20k,0,1,2.9786433189655175
5.55,4.989999999999999,3.79,2,kaggle_20k,0,1,4.490462284482758
5.65,11.98,7.87,10,kaggle_20k,0,1,10.780709051724138
5.25,7.73,6.74,2,kaggle_20k,0,1,6.95616702586207
3.5,8.19,7.28,10,kaggle_20k,0,1,7.370117456896551
4.56,7.439999999999999,6.13,7,kaggle_20k,0,1,6.695198275862068
7.78,5.220000000000001,8.63,10,kaggle_20k,0,1,4.6974375
2.23,9.43,7.45,8,kaggle_20k,0,1,8.485983836206897
2.41,5.72,4.35,6,kaggle_20k,0,1,5.147383620689655
6.84,5.55,8.27,3,kaggle_20k,0,1,4.994401939655172
8.74,7.33,6.52,2,kaggle_20k,0,1,6.596210129310345
3.73,7.29,3.26,6,kaggle_20k,0,1,6.560214439655172
9.36,8.89,5.76,7,kaggle_20k,0,1,8.000042025862069
1.05,3.35,5.81,4,kaggle_20k,0,1,3.01463900862069
1.63,5.77,8.61,1,kaggle_20k,0,1,5.19237823275862
4.87,4.390000000000001,4.64,7,kaggle_20k,0,1,3.9505269396551728
7.37,5.77,6.17,5,kaggle_20k,0,1,5.19237823275862
4.02,7.74,3.38,1,kaggle_20k,0,1,6.965165948275862
5.77,12.05,9.17,9,kaggle_20k,0,1,10.84370150862069
0.77,6.4,6.11,1,kaggle_20k,0,1,5.759310344827586
4.89,3.93,9.0,1,kaggle_20k,0,1,3.5365765086206897
2.8,6.93,7.74,5,kaggle_20k,0,1,6.23625323275862
5.41,4.09,5.24,7,kaggle_20k,0,1,3.6805592672413794
5.5,1.54,7.99,6,kaggle_20k,1,1,1.3858340517241379
7.66,1.52,6.28,7,kaggle_20k,1,1,1.3678362068965517
5.63,3.36,5.39,10,kaggle_20k,0,1,3.0236379310344828
6.34,7.46,7.68,10,kaggle_20k,0,1,6.7131961206896555
5.53,3.88,8.42,10,kaggle_20k,0,1,3.491581896551724
9.91,13.3,7.82,9,kaggle_20k,0,1,11.968566810344829
8.02,8.58,6.24,6,kaggle_20k,0,1,7.721075431034483
7.68,9.43,4.82,6,kaggle_20k,0,1,8.485983836206897
6.46,7.779999999999999,8.67,9,kaggle_20k,0,1,7.001161637931034
5.52,9.34,5.43,9,kaggle_20k,0,1,8.404993534482758
3.78,6.43,7.29,3,kaggle_20k,0,1,5.7863071120689655
7.95,6.94,3.81,6,kaggle_20k,0,1,6.245252155172414
2.3,10.19,8.18,1,kaggle_20k,0,1,9.169901939655173
0.85,8.22,9.67,6,kaggle_20k,0,1,7.3971142241379315
7.13,8.89,6.15,9,kaggle_20k,0,1,8.000042025862069
1.88,4.5,6.84,3,kaggle_20k,0,1,4.049515086206896
9.09,6.5,9.3,1,kaggle_20k,0,1,5.849299568965518
7.82,6.88,8.57,7,kaggle_20k,0,1,6.191258620689655
6.22,6.94,9.74,4,kaggle_20k,0,1,6.245252155172414
3.48,5.0,4.86,4,kaggle_20k,0,1,4.499461206896552
6.56,4.42,6.29,9,kaggle_20k,0,1,3.9775237068965517
5.03,11.07,6.19,3,kaggle_20k,0,1,9.961807112068966
3.27,3.71,6.31,5,kaggle_20k,0,1,3.3386002155172414
9.48,11.26,9.39,2,kaggle_20k,0,1,10.132786637931034
2.04,7.140000000000001,4.44,10,kaggle_20k,0,1,6.425230603448276
7.66,5.869999999999999,9.26,8,kaggle_20k,0,1,5.282367456896551
8.1,4.61,7.0,4,kaggle_20k,0,1,4.148503232758621
9.54,9.75,6.76,4,kaggle_20k,0,1,8.773949353448275
5.72,5.1,5.92,9,kaggle_20k,0,1,4.589450431034482
5.58,3.63,6.78,4,kaggle_20k,0,1,3.2666088362068963
9.24,7.609999999999999,8.62,9,kaggle_20k,0,1,6.848179956896551
8.11,6.69,6.45,7,kaggle_20k,0,1,6.020279094827586
7.75,7.93,8.43,1,kaggle_20k,0,1,7.136145474137931
8.0,5.55,5.92,10,kaggle_20k,0,1,4.994401939655172
5.19,4.98,4.28,8,kaggle_20k,0,1,4.481463362068966
0.89,13.16,5.9,4,kaggle_20k,0,1,11.842581896551724
2.38,8.98,8.06,8,kaggle_20k,0,1,8.081032327586207
6.61,5.0200000000000005,8.96,4,kaggle_20k,0,1,4.517459051724138
4.26,9.4,8.4,10,kaggle_20k,0,1,8.458987068965518
6.26,10.07,5.62,3,kaggle_20k,0,1,9.061914870689655
5.74,5.01,7.05,6,kaggle_20k,0,1,4.508460129310345
4.67,1.49,5.52,4,kaggle_20k,1,1,1.3408394396551724
2.73,2.66,7.93,8,kaggle_20k,0,1,2.3937133620689655
7.33,9.35,6.06,7,kaggle_20k,0,1,8.413992456896551
9.14,4.449999999999999,8.35,10,kaggle_20k,0,1,4.00452047413793
7.81,5.11,3.09,6,kaggle_20k,0,1,4.598449353448276
1.64,3.97,5.38,7,kaggle_20k,0,1,3.572572198275862
5.61,7.47,9.15,8,kaggle_20k,0,1,6.722195043103448
8.44,7.75,5.26,7,kaggle_20k,0,1,6.9741648706896555
6.11,5.12,5.76,7,kaggle_20k,0,1,4.607448275862069
4.68,8.26,8.54,7,kaggle_20k,0,1,7.433109913793103
3.2,9.76,3.66,3,kaggle_20k,0,1,8.782948275862068
3.64,6.029999999999999,5.18,7,kaggle_20k,0,1,5.426350215517241
2.8,7.65,8.42,7,kaggle_20k,0,1,6.884175646551724
2.36,9.28,9.7,7,kaggle_20k,0,1,8.350999999999999
6.09,10.32,8.48,9,kaggle_20k,0,1,9.286887931034483
5.34,7.800000000000001,4.21,1,kaggle_20k,0,1,7.019159482758622
7.48,8.040000000000001,8.85,4,kaggle_20k,0,1,7.235133620689656
3.43,0.97,6.33,5,kaggle_20k,0,1,0.872895474137931
4.88,8.469999999999999,8.48,2,kaggle_20k,0,1,7.622087284482758
6.96,4.84,4.68,7,kaggle_20k,0,1,4.3554784482758615
9.65,10.99,5.39,7,kaggle_20k,0,1,9.88981573275862
3.81,12.77,9.31,3,kaggle_20k,0,1,11.491623922413792
3.33,6.26,9.38,3,kaggle_20k,0,1,5.633325431034483
4.77,5.16,5.0,3,kaggle_20k,0,1,4.643443965517242
7.38,8.469999999999999,3.58,8,kaggle_20k,0,1,7.622087284482758
9.63,8.86,9.5,3,kaggle_20k,0,1,7.973045258620689
5.6,4.58,5.1,6,kaggle_20k,0,1,4.121506465517242
8.22,8.99,3.84,3,kaggle_20k,0,1,8.090031250000001
4.91,9.4,5.44,1,kaggle_20k,0,1,8.458987068965518
0.88,4.87,4.97,10,kaggle_20k,0,1,4.382475215517242
9.0,4.28,3.56,9,kaggle_20k,0,1,3.8515387931034484
3.25,8.55,9.89,6,kaggle_20k,0,1,7.694078663793104
1.82,1.65,5.06,9,kaggle_20k,0,1,1.484822198275862
9.96,7.46,4.91,3,kaggle_20k,0,1,6.7131961206896555
3.8,7.869999999999999,5.94,9,kaggle_20k,0,1,7.082151939655172
1.8,5.07,5.9,2,kaggle_20k,0,1,4.562453663793104
3.46,6.49,6.04,7,kaggle_20k,0,1,5.840300646551724
5.38,1.34,9.35,1,kaggle_20k,1,1,1.205855603448276
1.34,7.86,3.42,6,kaggle_20k,0,1,7.0731530172413795
3.85,11.97,9.59,9,kaggle_20k,0,1,10.771710129310346
6.85,12.02,7.66,3,kaggle_20k,0,1,10.81670474137931
9.2,5.43,7.88,3,kaggle_20k,0,1,4.886414870689655
4.28,5.27,4.1,8,kaggle_20k,0,1,4.742432112068965
5.86,5.73,5.3,3,kaggle_20k,0,1,5.156382543103448
6.54,6.16,3.37,6,kaggle_20k,0,1,5.5433362068965515
1.17,3.58,7.57,9,kaggle_20k,0,1,3.221614224137931
3.75,12.84,5.38,4,kaggle_20k,0,1,11.554616379310344
7.0,5.8100000000000005,6.86,3,kaggle_20k,0,1,5.228373922413794
7.49,8.05,8.27,7,kaggle_20k,0,1,7.244132543103449
3.88,10.12,6.87,10,kaggle_20k,0,1,9.10690948275862
0.56,5.43,3.5,9,kaggle_20k,0,1,4.886414870689655
0.57,1.3,3.43,2,kaggle_20k,0,1,1.1698599137931034
5.61,5.98,9.07,6,kaggle_20k,0,1,5.381355603448276
5.74,6.65,4.84,6,kaggle_20k,0,1,5.984283405172414
5.78,2.4,5.54,6,kaggle_20k,0,1,2.159741379310345
7.36,6.539999999999999,4.53,2,kaggle_20k,0,1,5.885295258620689
9.25,9.97,7.89,4,kaggle_20k,0,1,8.971925646551725
9.91,5.29,5.7,7,kaggle_20k,0,1,4.760429956896552
7.16,9.29,6.19,7,kaggle_20k,0,1,8.359998922413792
5.38,9.15,7.72,10,kaggle_20k,0,1,8.23401400862069
1.84,3.17,7.36,2,kaggle_20k,0,1,2.8526584051724138
4.15,10.46,8.42,6,kaggle_20k,0,1,9.412872844827588
5.94,7.56,8.24,9,kaggle_20k,0,1,6.803185344827586
10.0,9.24,6.08,9,kaggle_20k,0,1,8.315004310344827
1.71,4.19,4.34,5,kaggle_20k,0,1,3.770548491379311
8.03,8.54,4.56,7,kaggle_20k,0,1,7.68507974137931
9.99,7.409999999999999,7.95,10,kaggle_20k,0,1,6.668201508620689
8.15,4.34,4.83,1,kaggle_20k,0,1,3.9055323275862066
7.79,8.42,6.08,3,kaggle_20k,0,1,7.577092672413793
2.96,12.39,3.76,2,kaggle_20k,0,1,11.149664870689655
0.53,1.56,3.86,5,kaggle_20k,0,1,1.4038318965517242
2.65,2.06,4.75,10,kaggle_20k,0,1,1.8537780172413794
8.0,6.23,3.59,1,kaggle_20k,0,1,5.606328663793104
1.52,9.07,4.92,4,kaggle_20k,0,1,8.162022629310345
3.31,8.18,6.98,5,kaggle_20k,0,1,7.361118534482759
5.84,5.72,8.21,8,kaggle_20k,0,1,5.147383620689655
6.01,4.55,3.23,3,kaggle_20k,0,1,4.0945096982758615
5.66,7.859999999999999,7.2,1,kaggle_20k,0,1,7.073153017241379
9.82,6.5600000000000005,5.54,6,kaggle_20k,0,1,5.903293103448276
0.62,11.02,4.59,2,kaggle_20k,0,1,9.916812499999999
5.13,6.83,3.22,10,kaggle_20k,0,1,6.1462640086206894
5.29,6.949999999999999,5.28,6,kaggle_20k,0,1,6.254251077586206
3.29,6.59,8.53,8,kaggle_20k,0,1,5.930289870689655
5.49,11.5,6.71,3,kaggle_20k,0,1,10.348760775862068
6.9,11.77,8.43,8,kaggle_20k,0,1,10.591731681034481
6.89,3.76,5.89,7,kaggle_20k,0,1,3.3835948275862067
1.33,3.78,8.9,5,kaggle_20k,0,1,3.401592672413793
8.12,6.88,4.05,3,kaggle_20k,0,1,6.191258620689655
9.34,7.42,8.74,9,kaggle_20k,0,1,6.677200431034483
1.67,7.6,6.33,4,kaggle_20k,0,1,6.839181034482758
4.46,8.67,8.22,2,kaggle_20k,0,1,7.802065732758621
5.36,3.38,4.68,3,kaggle_20k,0,1,3.0416357758620687
1.78,3.98,6.4,10,kaggle_20k,0,1,3.581571120689655
5.28,6.01,8.13,9,kaggle_20k,0,1,5.408352370689655
2.47,5.92,6.39,3,kaggle_20k,0,1,5.327362068965517
9.39,8.14,6.21,5,kaggle_20k,0,1,7.325122844827587
4.76,3.96,8.67,10,kaggle_20k,0,1,3.563573275862069
9.95,5.12,4.14,1,kaggle_20k,0,1,4.607448275862069
0.94,5.69,6.33,10,kaggle_20k,0,1,5.120386853448276
1.71,7.49,8.76,5,kaggle_20k,0,1,6.740192887931035
4.71,8.77,8.92,3,kaggle_20k,0,1,7.892054956896551
8.81,2.99,3.83,6,kaggle_20k,1,1,2.690677801724138
5.77,8.49,8.95,8,kaggle_20k,0,1,7.640085129310345
7.46,4.66,3.09,8,kaggle_20k,0,1,4.193497844827586
4.52,9.79,8.99,7,kaggle_20k,0,1,8.809945043103447
0.88,11.97,4.85,3,kaggle_20k,0,1,10.771710129310346
6.65,5.67,7.05,2,kaggle_20k,0,1,5.10238900862069
6.52,3.86,3.07,5,kaggle_20k,0,1,3.4735840517241376
1.18,11.32,8.12,4,kaggle_20k,0,1,10.186780172413794
2.12,8.23,6.02,3,kaggle_20k,0,1,7.406113146551725
5.02,8.63,8.92,1,kaggle_20k,0,1,7.766070043103449
4.74,9.71,6.89,4,kaggle_20k,0,1,8.737953663793105
7.65,10.32,8.84,4,kaggle_20k,0,1,9.286887931034483
4.18,11.3,7.28,3,kaggle_20k,0,1,10.168782327586207
6.8,4.31,8.22,4,kaggle_20k,0,1,3.8785355603448273
7.19,5.55,8.24,2,kaggle_20k,0,1,4.994401939655172
6.63,7.540000000000001,4.73,7,kaggle_20k,0,1,6.785187500000001
6.16,9.89,7.04,4,kaggle_20k,0,1,8.89993426724138
8.15,1.84,9.12,10,kaggle_20k,0,1,1.655801724137931
6.74,3.08,9.15,5,kaggle_20k,1,1,2.7716681034482757
8.42,3.96,5.69,5,kaggle_20k,0,1,3.563573275862069
6.55,9.92,5.27,7,kaggle_20k,0,1,8.926931034482758
2.01,2.94,7.58,10,kaggle_20k,0,1,2.6456831896551725
3.44,7.27,8.45,4,kaggle_20k,0,1,6.542216594827586
3.64,6.54,3.25,2,kaggle_20k,0,1,5.8852952586206895
1.39,6.050000000000001,3.65,7,kaggle_20k,0,1,5.444348060344828
7.08,0.73,8.45,6,kaggle_20k,1,1,0.6569213362068965
6.15,8.22,6.06,4,kaggle_20k,0,1,7.3971142241379315
6.1,7.17,7.67,8,kaggle_20k,0,1,6.452227370689655
5.05,5.029999999999999,8.74,10,kaggle_20k,0,1,4.52645797413793
5.66,5.98,8.3,8,kaggle_20k,0,1,5.381355603448276
0.58,5.75,8.67,10,kaggle_20k,0,1,5.174380387931034
1.41,3.63,6.6,7,kaggle_20k,0,1,3.2666088362068963
6.99,6.52,4.1,1,kaggle_20k,0,1,5.867297413793103
2.98,4.68,6.31,2,kaggle_20k,0,1,4.211495689655172
1.53,7.699999999999999,9.74,3,kaggle_20k,0,1,6.929170258620689
3.62,6.68,5.14,4,kaggle_20k,0,1,6.011280172413793
2.92,8.66,5.93,5,kaggle_20k,0,1,7.793066810344827
0.78,5.02,8.36,2,kaggle_20k,0,1,4.5174590517241375
4.4,6.8500000000000005,3.53,1,kaggle_20k,0,1,6.164261853448276
0.76,11.21,8.3,3,kaggle_20k,0,1,10.08779202586207
0.5,5.92,4.92,1,kaggle_20k,0,1,5.327362068965517
8.03,7.3,4.87,3,kaggle_20k,0,1,6.5692133620689654
3.49,5.869999999999999,7.08,5,kaggle_20k,0,1,5.282367456896551
5.89,7.1,4.79,4,kaggle_20k,0,1,6.3892349137931035
3.33,5.96,7.49,4,kaggle_20k,0,1,5.3633577586206895
9.34,8.34,9.36,3,kaggle_20k,0,1,7.505101293103448
7.43,12.16,5.83,3,kaggle_20k,0,1,10.942689655172414
4.01,7.710000000000001,9.6,9,kaggle_20k,0,1,6.938169181034484
2.5,10.12,9.6,8,kaggle_20k,0,1,9.10690948275862
1.81,6.69,4.45,5,kaggle_20k,0,1,6.020279094827586
7.74,10.09,6.02,6,kaggle_20k,0,1,9.079912715517242
4.8,7.08,9.93,5,kaggle_20k,0,1,6.371237068965518
2.7,4.48,3.9,3,kaggle_20k,0,1,4.03151724137931
9.24,1.29,6.33,4,kaggle_20k,1,1,1.1608609913793104
4.21,10.28,6.02,1,kaggle_20k,0,1,9.25089224137931
5.66,8.23,8.67,4,kaggle_20k,0,1,7.406113146551725
8.65,7.800000000000001,4.13,8,kaggle_20k,0,1,7.019159482758622
8.42,10.579999999999998,4.55,3,kaggle_20k,0,1,9.520859913793101
6.56,5.39,4.23,6,kaggle_20k,0,1,4.850419181034482
8.94,11.21,4.17,2,kaggle_20k,0,1,10.08779202586207
9.54,6.47,4.8,8,kaggle_20k,0,1,5.822302801724137
9.38,3.98,6.7,4,kaggle_20k,0,1,3.581571120689655
3.82,6.19,7.95,1,kaggle_20k,0,1,5.570332974137932
4.27,9.59,5.66,2,kaggle_20k,0,1,8.629966594827586
2.78,4.0200000000000005,6.12,8,kaggle_20k,0,1,3.617566810344828
8.45,6.739999999999999,8.55,8,kaggle_20k,0,1,6.065273706896551
