date,session_ts,exe_name,total_seconds,q1_seconds,q2_seconds,q3_seconds,q4_seconds,dominant_q,predicted_q,window_title,feature_text,frequency_rank
2026-06-26,2026-06-26 15:11:54,excel.exe,977,833,94,49,1,0,0,Dataset analysis,excel | app | office | unknown | unknown | Dataset analysis,4
2026-07-29,2026-07-29 13:52:33,limbuscompany.exe,754,151,0,28,575,3,3,game launcher,limbuscompany | app | game | unknown | unknown | game launcher,7
2026-08-10,2026-08-10 10:44:32,slack.exe,2168,0,2,2162,4,2,2,Team project discussion,slack | app | communication | unknown | unknown | Team project discussion,2
2026-08-07,2026-08-07 17:19:07,excel.exe,864,790,74,0,0,0,0,metrics worksheet,excel | app | office | unknown | unknown | metrics worksheet,11
2026-07-18,2026-07-18 20:54:07,zen.exe,2445,64,327,15,2039,3,2,game guide,zen | web browser | game | browser | unknown | game guide,11
2026-06-23,2026-06-23 13:25:56,slack.exe,1688,464,1,1189,34,2,2,Team project discussion,slack | app | communication | unknown | unknown | Team project discussion,5
2026-07-24,2026-07-24 11:18:26,slack.exe,1543,57,29,1402,55,2,2,course group chat,slack | app | communication | unknown | unknown | course group chat,2
2026-07-11,2026-07-11 16:15:50,zen.exe,2222,60,34,83,2045,3,2,gaming community,zen | web browser | game | browser | unknown | gaming community,9
2026-06-12,2026-06-12 16:03:04,python.exe,539,56,384,5,94,1,0,training script,python | app | app | unknown | unknown | training script,2
2026-07-03,2026-07-03 12:34:02,winword.exe,512,14,469,8,21,1,1,Research report,winword | app | office | unknown | unknown | Research report,1
2026-06-01,2026-06-01 11:24:37,slack.exe,1318,2,32,1265,19,2,2,Team project discussion,slack | app | communication | unknown | unknown | Team project discussion,8
2026-08-06,2026-08-06 13:10:44,slack.exe,1025,11,30,955,29,2,2,course group chat,slack | app | communication | unknown | unknown | course group chat,1
2026-07-16,2026-07-16 11:41:40,python.exe,1610,0,1607,0,3,1,1,data processing job,python | app | app | unknown | unknown | data processing job,10
2026-07-18,2026-07-18 11:16:55,zen.exe,876,43,765,47,21,1,1,Google Drive project files,zen | web browser | productivity | productivity | google_docs | Google Drive project files,1
2026-08-15,2026-08-15 11:13:42,zen.exe,1254,24,1206,0,24,1,1,github.com BeeAware repository,zen | web browser | dev | dev | github | github.com BeeAware repository,5
2026-07-27,2026-07-27 15:15:56,zen.exe,2033,1,1927,69,36,1,1,online assignment brief,zen | web browser | productivity | productivity | google_docs | online assignment brief,2
2026-06-25,2026-06-25 19:32:15,code.exe,348,20,238,5,85,1,1,BeeAware project,code | app | dev | unknown | unknown | BeeAware project,5
2026-08-24,2026-08-24 13:29:01,python.exe,2586,1,2311,99,175,1,1,training script,python | app | app | unknown | unknown | training script,11
2026-08-11,2026-08-11 14:24:04,winword.exe,2414,61,1976,249,128,1,1,assignment draft,winword | app | office | unknown | unknown | assignment draft,9
2026-08-06,2026-08-06 13:27:29,zen.exe,2420,5,2413,1,1,1,1,calendar planning,zen | web browser | productivity | productivity | google_docs | calendar planning,7
2026-08-07,2026-08-07 16:45:11,python.exe,1058,29,994,21,14,1,1,data processing job,python | app | app | unknown | unknown | data processing job,1
2026-06-19,2026-06-19 15:13:02,python.exe,1843,29,1703,53,58,1,1,Python test run,python | app | app | unknown | unknown | Python test run,5
2026-08-11,2026-08-11 14:40:43,slack.exe,1154,54,15,1025,60,2,0,Team project discussion,slack | app | communication | unknown | unknown | Team project discussion,2
2026-06-18,2026-06-18 15:41:50,zen.exe,2381,81,2027,140,133,1,0,online assignment brief,zen | web browser | productivity | productivity | google_docs | online assignment brief,6
2026-06-17,2026-06-17 16:06:41,python.exe,1777,94,1566,31,86,1,2,data processing job,python | app | app | unknown | unknown | data processing job,1
2026-06-19,2026-06-19 13:24:17,zen.exe,2690,25,2111,150,404,1,1,calendar planning,zen | web browser | productivity | productivity | google_docs | calendar planning,5
2026-08-17,2026-08-17 09:39:07,winword.exe,115,16,78,0,21,1,3,assignment draft,winword | app | office | unknown | unknown | assignment draft,6
2026-07-28,2026-07-28 12:58:34,zen.exe,1565,5,1554,5,1,1,1,Python documentation,zen | web browser | dev | dev | github | Python documentation,8
2026-08-25,2026-08-25 13:28:08,zen.exe,1829,48,1345,404,32,1,1,online assignment brief,zen | web browser | productivity | productivity | google_docs | online assignment brief,12
2026-07-22,2026-07-22 13:02:52,code.exe,1315,198,1040,17,60,1,1,debugging session,code | app | dev | unknown | unknown | debugging session,2
2026-06-16,2026-06-16 10:46:20,zen.exe,2495,0,0,12,2483,3,3,gaming community,zen | web browser | game | browser | unknown | gaming community,2
2026-08-12,2026-08-12 18:06:57,python.exe,1480,6,1466,8,0,1,1,BeeAware - Live Productivity Engine,python | app | app | unknown | unknown | BeeAware - Live Productivity Engine,12
2026-07-20,2026-07-20 10:12:53,python.exe,1439,0,1233,25,181,1,1,data processing job,python | app | app | unknown | unknown | data processing job,8
2026-06-18,2026-06-18 17:03:56,zen.exe,1744,213,224,14,1293,3,3,game guide,zen | web browser | game | browser | unknown | game guide,12
2026-06-09,2026-06-09 13:27:32,zen.exe,1304,7,102,0,1195,3,3,YouTube tutorial,zen | web browser | media | media | youtube | YouTube tutorial,12
2026-06-12,2026-06-12 15:15:36,zen.exe,323,31,7,3,282,3,2,recommended videos,zen | web browser | media | media | youtube | recommended videos,12
2026-08-10,2026-08-10 11:52:58,code.exe,1685,6,1319,18,342,1,1,BeeAware project,code | app | dev | unknown | unknown | BeeAware project,8
2026-06-18,2026-06-18 14:30:11,limbuscompany.exe,1714,33,9,17,1655,3,3,game session,limbuscompany | app | game | unknown | unknown | game session,8
2026-07-30,2026-07-30 13:30:35,zen.exe,2300,211,211,24,1854,3,3,Roblox experience,zen | web browser | game | browser | unknown | Roblox experience,8
2026-07-14,2026-07-14 10:17:09,limbuscompany.exe,2073,278,2,18,1775,3,3,game launcher,limbuscompany | app | game | unknown | unknown | game launcher,8
2026-07-08,2026-07-08 15:36:47,python.exe,2000,105,1806,85,4,1,1,BeeAware - Live Productivity Engine,python | app | app | unknown | unknown | BeeAware - Live Productivity Engine,7
2026-07-11,2026-07-11 18:01:25,powerpnt.exe,1161,962,187,6,6,0,0,project pitch deck,powerpnt | app | office | unknown | unknown | project pitch deck,4
2026-08-07,2026-08-07 14:16:05,zen.exe,2445,86,102,5,2252,3,3,gaming community,zen | web browser | game | browser | unknown | gaming community,5
2026-06-12,2026-06-12 13:22:05,zen.exe,864,3,49,66,746,3,3,gaming community,zen | web browser | game | browser | unknown | gaming community,1
2026-08-15,2026-08-15 20:16:39,code.exe,1668,242,1365,18,43,1,1,model evaluation,code | app | dev | unknown | unknown | model evaluation,7
2026-08-26,2026-08-26 17:31:40,limbuscompany.exe,182,49,1,1,131,3,3,game session,limbuscompany | app | game | unknown | unknown | game session,1
2026-08-07,2026-08-07 16:55:46,limbuscompany.exe,2184,15,24,36,2109,3,3,game launcher,limbuscompany | app | game | unknown | unknown | game launcher,12
2026-06-02,2026-06-02 08:55:41,code.exe,2520,57,1938,434,91,1,1,data preparation,code | app | dev | unknown | unknown | data preparation,11
2026-06-03,2026-06-03 13:13:25,python.exe,2608,89,2161,285,73,1,1,data processing job,python | app | app | unknown | unknown | data processing job,7
2026-08-25,2026-08-25 11:56:08,powerpnt.exe,1273,1203,20,47,3,0,0,BeeAware proposal,powerpnt | app | office | unknown | unknown | BeeAware proposal,4
2026-07-18,2026-07-18 14:43:45,zen.exe,1119,17,68,26,1008,3,3,Online game session,zen | web browser | game | browser | unknown | Online game session,2
2026-07-13,2026-07-13 12:24:06,limbuscompany.exe,2081,66,40,284,1691,3,3,game session,limbuscompany | app | game | unknown | unknown | game session,7
2026-08-26,2026-08-26 08:32:49,zen.exe,2392,108,1927,78,279,1,3,online assignment brief,zen | web browser | productivity | productivity | google_docs | online assignment brief,2
2026-07-10,2026-07-10 10:47:25,python.exe,1563,46,1484,12,21,1,1,data processing job,python | app | app | unknown | unknown | data processing job,4
2026-07-24,2026-07-24 18:40:01,code.exe,960,56,656,179,69,1,1,BeeAware project,code | app | dev | unknown | unknown | BeeAware project,3
2026-08-19,2026-08-19 14:49:31,zen.exe,1466,234,11,1193,28,2,2,Discord project chat,zen | web browser | communication | social | discord | Discord project chat,8
2026-06-11,2026-06-11 11:08:16,code.exe,965,27,858,35,45,1,1,debugging session,code | app | dev | unknown | unknown | debugging session,4
2026-08-15,2026-08-15 10:36:54,zen.exe,504,2,16,485,1,2,2,community notifications,zen | web browser | communication | social | discord | community notifications,4
2026-08-17,2026-08-17 12:41:13,zen.exe,2589,120,309,199,1961,3,0,YouTube entertainment,zen | web browser | media | media | youtube | YouTube entertainment,9
2026-06-02,2026-06-02 12:07:13,winword.exe,576,28,419,93,36,1,1,assignment draft,winword | app | office | unknown | unknown | assignment draft,9
2026-08-10,2026-08-10 14:26:12,code.exe,625,72,475,24,54,1,1,debugging session,code | app | dev | unknown | unknown | debugging session,11
2026-06-15,2026-06-15 14:08:29,zen.exe,666,9,64,576,17,2,2,Messenger conversation,zen | web browser | communication | social | discord | Messenger conversation,11
2026-07-06,2026-07-06 17:29:23,zen.exe,1356,87,1073,45,151,1,1,Google Docs research notes,zen | web browser | productivity | productivity | google_docs | Google Docs research notes,5
2026-07-22,2026-07-22 15:37:42,zen.exe,1116,3,1109,1,3,1,1,online assignment brief,zen | web browser | productivity | productivity | google_docs | online assignment brief,7
2026-07-06,2026-07-06 15:27:10,excel.exe,428,333,14,80,1,0,0,metrics worksheet,excel | app | office | unknown | unknown | metrics worksheet,11
2026-06-24,2026-06-24 11:37:09,zen.exe,46,5,30,0,11,1,1,Python documentation,zen | web browser | dev | dev | github | Python documentation,5
2026-08-17,2026-08-17 18:15:24,zen.exe,1179,77,240,858,4,2,2,Messenger conversation,zen | web browser | communication | social | discord | Messenger conversation,1
2026-06-22,2026-06-22 12:23:12,zen.exe,2244,58,29,13,2144,3,3,recommended videos,zen | web browser | media | media | youtube | recommended videos,12
2026-08-18,2026-08-18 11:49:19,zen.exe,867,4,18,827,18,2,2,Messenger conversation,zen | web browser | communication | social | discord | Messenger conversation,4
2026-08-13,2026-08-13 14:19:08,winword.exe,2690,210,2289,33,158,1,1,Research report,winword | app | office | unknown | unknown | Research report,8
2026-07-01,2026-07-01 11:25:04,zen.exe,134,2,118,9,5,1,1,github.com BeeAware repository,zen | web browser | dev | dev | github | github.com BeeAware repository,8
2026-07-25,2026-07-25 15:00:38,winword.exe,2192,100,1822,50,220,1,1,literature review,winword | app | office | unknown | unknown | literature review,3
2026-07-09,2026-07-09 11:26:28,zen.exe,1557,112,123,97,1225,3,0,YouTube tutorial,zen | web browser | media | media | youtube | YouTube tutorial,7
2026-08-20,2026-08-20 10:35:57,winword.exe,2137,446,1652,27,12,1,1,assignment draft,winword | app | office | unknown | unknown | assignment draft,5
2026-06-01,2026-06-01 14:28:38,excel.exe,2624,2272,9,54,289,0,0,correction summary,excel | app | office | unknown | unknown | correction summary,7
2026-08-18,2026-08-18 16:38:12,powerpnt.exe,632,570,19,24,19,0,0,project pitch deck,powerpnt | app | office | unknown | unknown | project pitch deck,4
2026-07-31,2026-07-31 15:52:09,zen.exe,856,1,780,54,21,1,1,online assignment brief,zen | web browser | productivity | productivity | google_docs | online assignment brief,2
2026-06-01,2026-06-01 15:33:06,zen.exe,2122,233,1531,354,4,1,1,Google Docs research notes,zen | web browser | productivity | productivity | google_docs | Google Docs research notes,8
2026-06-23,2026-06-23 13:20:19,code.exe,1317,82,959,114,162,1,1,data preparation,code | app | dev | unknown | unknown | data preparation,8
2026-08-17,2026-08-17 09:21:19,powerpnt.exe,2386,2149,16,191,30,0,0,BeeAware proposal,powerpnt | app | office | unknown | unknown | BeeAware proposal,10
2026-07-21,2026-07-21 11:48:55,python.exe,872,2,853,13,4,1,1,Python test run,python | app | app | unknown | unknown | Python test run,4
2026-06-01,2026-06-01 17:41:44,code.exe,185,40,140,3,2,1,0,debugging session,code | app | dev | unknown | unknown | debugging session,11
2026-07-16,2026-07-16 14:10:58,zen.exe,287,5,248,8,26,1,1,online assignment brief,zen | web browser | productivity | productivity | google_docs | online assignment brief,8
2026-07-18,2026-07-18 18:15:26,powerpnt.exe,2020,1765,46,166,43,0,0,Course presentation,powerpnt | app | office | unknown | unknown | Course presentation,3
2026-07-10,2026-07-10 12:52:36,zen.exe,1456,22,5,1405,24,2,2,community notifications,zen | web browser | communication | social | discord | community notifications,5
2026-08-24,2026-08-24 11:52:57,slack.exe,2652,8,15,2562,67,2,2,project notifications,slack | app | communication | unknown | unknown | project notifications,11
2026-07-08,2026-07-08 18:53:48,zen.exe,1475,28,1358,65,24,1,1,Google Docs research notes,zen | web browser | productivity | productivity | google_docs | Google Docs research notes,8
2026-06-02,2026-06-02 15:38:01,python.exe,778,98,609,42,29,1,1,BeeAware - Live Productivity Engine,python | app | app | unknown | unknown | BeeAware - Live Productivity Engine,12
2026-07-07,2026-07-07 15:50:46,excel.exe,2298,1869,241,29,159,0,0,Dataset analysis,excel | app | office | unknown | unknown | Dataset analysis,6
2026-07-29,2026-07-29 17:48:42,limbuscompany.exe,287,5,22,13,247,3,3,game launcher,limbuscompany | app | game | unknown | unknown | game launcher,7
2026-08-21,2026-08-21 14:14:24,zen.exe,898,6,0,863,29,2,2,group discussion,zen | web browser | communication | social | discord | group discussion,11
2026-07-18,2026-07-18 18:50:17,zen.exe,2035,53,1960,13,9,1,1,Stack Overflow question,zen | web browser | dev | dev | github | Stack Overflow question,3
2026-08-06,2026-08-06 10:39:03,zen.exe,734,44,61,109,520,3,1,music video,zen | web browser | media | media | youtube | music video,3
2026-07-28,2026-07-28 10:09:23,zen.exe,1148,52,143,951,2,2,2,Messenger conversation,zen | web browser | communication | social | discord | Messenger conversation,12
2026-06-27,2026-06-27 11:53:47,zen.exe,2301,46,1903,64,288,1,1,calendar planning,zen | web browser | productivity | productivity | google_docs | calendar planning,2
2026-06-11,2026-06-11 14:00:25,zen.exe,841,2,0,2,837,3,3,YouTube tutorial,zen | web browser | media | media | youtube | YouTube tutorial,9
2026-06-20,2026-06-20 14:06:15,zen.exe,1335,6,13,241,1075,3,3,gaming community,zen | web browser | game | browser | unknown | gaming community,1
2026-07-18,2026-07-18 19:36:11,code.exe,993,15,929,44,5,1,1,BeeAware project,code | app | dev | unknown | unknown | BeeAware project,9
2026-08-24,2026-08-24 08:13:37,zen.exe,346,9,243,0,94,1,1,calendar planning,zen | web browser | productivity | productivity | google_docs | calendar planning,7
2026-07-03,2026-07-03 16:00:12,limbuscompany.exe,2041,491,31,4,1515,3,0,game session,limbuscompany | app | game | unknown | unknown | game session,3
2026-07-15,2026-07-15 17:08:56,zen.exe,1252,9,357,31,855,3,0,gaming community,zen | web browser | game | browser | unknown | gaming community,1
2026-08-17,2026-08-17 09:20:04,winword.exe,2023,194,1513,92,224,1,1,assignment draft,winword | app | office | unknown | unknown | assignment draft,8
2026-07-29,2026-07-29 11:30:58,zen.exe,1534,81,1315,54,84,1,1,scikit-learn guide,zen | web browser | dev | dev | github | scikit-learn guide,10
2026-07-20,2026-07-20 18:51:47,limbuscompany.exe,364,0,40,0,324,3,3,game launcher,limbuscompany | app | game | unknown | unknown | game launcher,9
2026-07-11,2026-07-11 11:44:36,zen.exe,1212,47,159,993,13,2,0,group discussion,zen | web browser | communication | social | discord | group discussion,6
2026-08-11,2026-08-11 11:55:04,powerpnt.exe,2552,2338,186,19,9,0,0,Course presentation,powerpnt | app | office | unknown | unknown | Course presentation,4
2026-08-19,2026-08-19 14:31:03,python.exe,1640,27,1321,17,275,1,1,data processing job,python | app | app | unknown | unknown | data processing job,1
2026-06-06,2026-06-06 11:42:46,limbuscompany.exe,236,4,20,4,208,3,3,game session,limbuscompany | app | game | unknown | unknown | game session,6
2026-08-24,2026-08-24 10:07:28,limbuscompany.exe,263,38,22,14,189,3,3,LimbusCompany,limbuscompany | app | game | unknown | unknown | LimbusCompany,5
2026-08-07,2026-08-07 10:31:00,python.exe,1125,100,825,162,38,1,1,BeeAware - Live Productivity Engine,python | app | app | unknown | unknown | BeeAware - Live Productivity Engine,1
2026-06-24,2026-06-24 08:07:57,slack.exe,2433,89,236,2067,41,2,2,course group chat,slack | app | communication | unknown | unknown | course group chat,2
2026-06-23,2026-06-23 18:20:49,code.exe,1375,7,1195,21,152,1,1,data preparation,code | app | dev | unknown | unknown | data preparation,9
2026-06-15,2026-06-15 17:36:28,zen.exe,2240,7,178,327,1728,3,3,recommended videos,zen | web browser | media | media | youtube | recommended videos,12
2026-08-18,2026-08-18 10:49:55,zen.exe,1250,38,11,64,1137,3,2,recommended videos,zen | web browser | media | media | youtube | recommended videos,7
2026-06-01,2026-06-01 11:18:28,zen.exe,875,102,41,9,723,3,3,gaming community,zen | web browser | game | browser | unknown | gaming community,6
2026-06-19,2026-06-19 13:04:35,zen.exe,742,40,5,31,666,3,3,gaming community,zen | web browser | game | browser | unknown | gaming community,4
2026-08-15,2026-08-15 19:30:14,zen.exe,1417,0,12,4,1401,3,3,Online game session,zen | web browser | game | browser | unknown | Online game session,2
2026-06-08,2026-06-08 11:03:11,powerpnt.exe,545,413,49,62,21,0,0,data mining slides,powerpnt | app | office | unknown | unknown | data mining slides,5
2026-08-08,2026-08-08 15:49:49,limbuscompany.exe,917,4,6,65,842,3,3,LimbusCompany update,limbuscompany | app | game | unknown | unknown | LimbusCompany update,6
2026-07-09,2026-07-09 12:34:37,python.exe,2400,32,1965,82,321,1,1,training script,python | app | app | unknown | unknown | training script,3
2026-07-14,2026-07-14 14:20:13,zen.exe,1570,232,7,17,1314,3,3,recommended videos,zen | web browser | media | media | youtube | recommended videos,10
2026-07-06,2026-07-06 15:26:28,python.exe,1811,55,1688,65,3,1,1,BeeAware - Live Productivity Engine,python | app | app | unknown | unknown | BeeAware - Live Productivity Engine,7
2026-07-13,2026-07-13 10:11:35,zen.exe,1473,2,51,15,1405,3,3,game guide,zen | web browser | game | browser | unknown | game guide,4
2026-06-13,2026-06-13 11:20:00,powerpnt.exe,1763,1746,0,8,9,0,2,BeeAware proposal,powerpnt | app | office | unknown | unknown | BeeAware proposal,6
2026-06-05,2026-06-05 11:23:14,excel.exe,2313,2160,77,36,40,0,0,training data review,excel | app | office | unknown | unknown | training data review,9
2026-06-22,2026-06-22 09:46:53,slack.exe,1325,147,74,1101,3,2,2,project notifications,slack | app | communication | unknown | unknown | project notifications,10
2026-06-06,2026-06-06 19:50:31,slack.exe,1881,113,9,1744,15,2,2,project notifications,slack | app | communication | unknown | unknown | project notifications,5
2026-07-17,2026-07-17 10:53:09,zen.exe,427,9,24,6,388,3,3,game guide,zen | web browser | game | browser | unknown | game guide,5
2026-07-30,2026-07-30 11:09:22,zen.exe,1349,41,0,41,1267,3,1,YouTube tutorial,zen | web browser | media | media | youtube | YouTube tutorial,7
2026-06-13,2026-06-13 14:53:06,python.exe,953,1,946,6,0,1,1,data processing job,python | app | app | unknown | unknown | data processing job,10
2026-08-08,2026-08-08 18:48:31,slack.exe,217,0,17,188,12,2,2,stand-up messages,slack | app | communication | unknown | unknown | stand-up messages,8
2026-08-01,2026-08-01 09:16:18,excel.exe,2463,2258,67,34,104,0,0,correction summary,excel | app | office | unknown | unknown | correction summary,12
2026-06-29,2026-06-29 15:52:38,zen.exe,836,37,0,789,10,2,2,Discord project chat,zen | web browser | communication | social | discord | Discord project chat,3
2026-06-17,2026-06-17 16:25:28,zen.exe,1245,27,1198,19,1,1,1,online assignment brief,zen | web browser | productivity | productivity | google_docs | online assignment brief,3
2026-08-12,2026-08-12 09:13:25,zen.exe,2022,253,72,1529,168,2,0,Discord project chat,zen | web browser | communication | social | discord | Discord project chat,11
2026-06-02,2026-06-02 09:42:12,winword.exe,1424,5,1112,272,35,1,1,literature review,winword | app | office | unknown | unknown | literature review,12
2026-08-08,2026-08-08 18:40:49,zen.exe,1823,90,1644,34,55,1,3,Stack Overflow question,zen | web browser | dev | dev | github | Stack Overflow question,9
2026-06-11,2026-06-11 13:13:02,excel.exe,1328,954,355,1,18,0,0,Dataset analysis,excel | app | office | unknown | unknown | Dataset analysis,1
2026-06-04,2026-06-04 09:17:39,zen.exe,1378,44,1231,60,43,1,1,calendar planning,zen | web browser | productivity | productivity | google_docs | calendar planning,4
2026-06-11,2026-06-11 13:27:22,zen.exe,488,32,49,21,386,3,3,gaming community,zen | web browser | game | browser | unknown | gaming community,11
2026-07-20,2026-07-20 16:55:47,zen.exe,565,54,25,387,99,2,2,Messenger conversation,zen | web browser | communication | social | discord | Messenger conversation,9
2026-07-08,2026-07-08 15:49:28,zen.exe,2054,48,1919,57,30,1,1,Stack Overflow question,zen | web browser | dev | dev | github | Stack Overflow question,7
2026-08-17,2026-08-17 10:05:36,zen.exe,1521,0,511,1009,1,2,2,community notifications,zen | web browser | communication | social | discord | community notifications,6
2026-07-23,2026-07-23 15:40:28,python.exe,1817,155,1363,260,39,1,1,data processing job,python | app | app | unknown | unknown | data processing job,10
2026-08-13,2026-08-13 17:11:33,winword.exe,1830,0,1692,0,138,1,2,project write-up,winword | app | office | unknown | unknown | project write-up,4
2026-06-18,2026-06-18 19:45:04,zen.exe,2343,33,102,23,2185,3,3,game guide,zen | web browser | game | browser | unknown | game guide,1
2026-07-20,2026-07-20 14:39:04,zen.exe,333,6,311,15,1,1,1,github.com BeeAware repository,zen | web browser | dev | dev | github | github.com BeeAware repository,8
2026-08-07,2026-08-07 18:09:18,zen.exe,1972,323,1473,144,32,1,1,Python documentation,zen | web browser | dev | dev | github | Python documentation,5
2026-06-10,2026-06-10 15:10:40,winword.exe,2380,7,2280,25,68,1,1,assignment draft,winword | app | office | unknown | unknown | assignment draft,11
2026-07-16,2026-07-16 16:25:48,zen.exe,2080,104,310,103,1563,3,3,gaming community,zen | web browser | game | browser | unknown | gaming community,7
2026-06-13,2026-06-13 15:52:59,python.exe,1119,103,935,75,6,1,1,data processing job,python | app | app | unknown | unknown | data processing job,7
2026-06-29,2026-06-29 15:47:47,code.exe,102,7,83,12,0,1,1,model evaluation,code | app | dev | unknown | unknown | model evaluation,6
2026-06-22,2026-06-22 12:24:51,zen.exe,1422,8,1089,283,42,1,3,Google Docs research notes,zen | web browser | productivity | productivity | google_docs | Google Docs research notes,6
2026-06-27,2026-06-27 12:15:43,code.exe,2166,71,1885,1,209,1,1,BeeAware project,code | app | dev | unknown | unknown | BeeAware project,6
2026-06-30,2026-06-30 19:17:05,zen.exe,999,40,92,7,860,3,3,YouTube tutorial,zen | web browser | media | media | youtube | YouTube tutorial,9
2026-06-08,2026-06-08 20:34:13,code.exe,1772,18,1614,0,140,1,3,BeeAware project,code | app | dev | unknown | unknown | BeeAware project,3
2026-07-16,2026-07-16 11:17:31,python.exe,1152,158,920,27,47,1,1,training script,python | app | app | unknown | unknown | training script,7
2026-06-19,2026-06-19 10:52:39,zen.exe,1423,151,48,1177,47,2,2,group discussion,zen | web browser | communication | social | discord | group discussion,9
2026-08-04,2026-08-04 18:49:35,limbuscompany.exe,2289,45,194,290,1760,3,3,game launcher,limbuscompany | app | game | unknown | unknown | game launcher,5
2026-08-24,2026-08-24 14:48:09,zen.exe,1852,260,1401,45,146,1,1,Google Drive project files,zen | web browser | productivity | productivity | google_docs | Google Drive project files,7
2026-08-14,2026-08-14 19:18:52,zen.exe,520,9,2,490,19,2,1,community notifications,zen | web browser | communication | social | discord | community notifications,6
2026-06-11,2026-06-11 14:16:42,slack.exe,1404,43,8,1084,269,2,2,stand-up messages,slack | app | communication | unknown | unknown | stand-up messages,8
2026-06-11,2026-06-11 19:05:38,excel.exe,2578,2433,50,77,18,0,0,Dataset analysis,excel | app | office | unknown | unknown | Dataset analysis,8
2026-07-09,2026-07-09 11:14:15,limbuscompany.exe,1965,56,166,118,1625,3,3,game launcher,limbuscompany | app | game | unknown | unknown | game launcher,8
2026-06-27,2026-06-27 13:19:21,powerpnt.exe,1136,1009,42,2,83,0,0,data mining slides,powerpnt | app | office | unknown | unknown | data mining slides,9
2026-06-13,2026-06-13 13:21:18,zen.exe,2393,134,6,2251,2,2,2,Discord project chat,zen | web browser | communication | social | discord | Discord project chat,11
2026-08-07,2026-08-07 15:32:19,zen.exe,2032,17,4,59,1952,3,3,game guide,zen | web browser | game | browser | unknown | game guide,9
2026-07-23,2026-07-23 16:30:05,zen.exe,164,1,0,160,3,2,0,group discussion,zen | web browser | communication | social | discord | group discussion,4
2026-06-25,2026-06-25 10:12:59,zen.exe,2603,50,2236,17,300,1,0,calendar planning,zen | web browser | productivity | productivity | google_docs | calendar planning,5
2026-06-12,2026-06-12 11:11:02,zen.exe,1072,284,4,18,766,3,3,game guide,zen | web browser | game | browser | unknown | game guide,3
2026-08-08,2026-08-08 09:22:59,zen.exe,192,9,11,40,132,3,3,Online game session,zen | web browser | game | browser | unknown | Online game session,5
2026-07-10,2026-07-10 19:51:14,zen.exe,427,3,407,13,4,1,1,github.com BeeAware repository,zen | web browser | dev | dev | github | github.com BeeAware repository,12
2026-06-19,2026-06-19 21:23:51,slack.exe,736,0,0,650,86,2,2,stand-up messages,slack | app | communication | unknown | unknown | stand-up messages,10
2026-07-27,2026-07-27 13:00:59,zen.exe,48,3,1,44,0,2,2,group discussion,zen | web browser | communication | social | discord | group discussion,4
2026-06-29,2026-06-29 12:26:50,excel.exe,1052,733,2,6,311,0,0,training data review,excel | app | office | unknown | unknown | training data review,12
2026-07-06,2026-07-06 14:09:32,zen.exe,1746,167,76,1,1502,3,1,music video,zen | web browser | media | media | youtube | music video,2
2026-07-13,2026-07-13 10:34:28,excel.exe,1325,1025,283,16,1,0,0,correction summary,excel | app | office | unknown | unknown | correction summary,3
2026-06-18,2026-06-18 15:05:14,winword.exe,332,20,291,4,17,1,1,assignment draft,winword | app | office | unknown | unknown | assignment draft,8
2026-06-04,2026-06-04 11:19:06,powerpnt.exe,2344,1920,0,387,37,0,0,data mining slides,powerpnt | app | office | unknown | unknown | data mining slides,2
2026-06-26,2026-06-26 14:31:32,excel.exe,2646,2038,8,39,561,0,0,correction summary,excel | app | office | unknown | unknown | correction summary,7
2026-07-07,2026-07-07 16:34:05,powerpnt.exe,1740,1732,0,3,5,0,0,data mining slides,powerpnt | app | office | unknown | unknown | data mining slides,12
2026-06-04,2026-06-04 14:12:11,zen.exe,1068,0,17,2,1049,3,3,YouTube entertainment,zen | web browser | media | media | youtube | YouTube entertainment,9
2026-08-11,2026-08-11 14:31:45,zen.exe,1805,91,10,0,1704,3,3,YouTube tutorial,zen | web browser | media | media | youtube | YouTube tutorial,9
2026-06-12,2026-06-12 16:04:30,limbuscompany.exe,1194,204,54,6,930,3,1,LimbusCompany update,limbuscompany | app | game | unknown | unknown | LimbusCompany update,7
2026-06-10,2026-06-10 14:30:18,powerpnt.exe,2306,1955,19,312,20,0,0,BeeAware proposal,powerpnt | app | office | unknown | unknown | BeeAware proposal,5
2026-08-20,2026-08-20 11:40:17,zen.exe,541,6,46,32,457,3,3,YouTube entertainment,zen | web browser | media | media | youtube | YouTube entertainment,5
2026-07-13,2026-07-13 11:28:53,zen.exe,1373,121,922,30,300,1,1,scikit-learn guide,zen | web browser | dev | dev | github | scikit-learn guide,8
2026-06-23,2026-06-23 09:51:51,zen.exe,2116,1,133,169,1813,3,3,YouTube tutorial,zen | web browser | media | media | youtube | YouTube tutorial,10
2026-08-04,2026-08-04 17:22:45,zen.exe,1841,7,1695,135,4,1,1,Google Docs research notes,zen | web browser | productivity | productivity | google_docs | Google Docs research notes,12
2026-08-13,2026-08-13 12:03:34,python.exe,356,35,274,38,9,1,1,training script,python | app | app | unknown | unknown | training script,11
2026-06-12,2026-06-12 17:55:40,python.exe,515,55,376,43,41,1,1,training script,python | app | app | unknown | unknown | training script,9
